name	P1	P2	P3	P4	P5	P6
Micromonospora sp. B006	0	0	219	0	0	0
Micromonospora sp. HM134	0	378	1834	0	0	0
Micromonospora sp. HUAS 3	397	332	2745	455	614	223
Micromonospora sp. HUAS LYJ1	0	0	1021	0	350	0
Micromonospora sp. LH3U1	342	238	139	218	0	0
Micromonospora sp. NBRC 110009	5735	4896	3942	6624	6442	4920
Micromonospora sp. WMMA1947	0	0	476	567	0	0
Micromonospora sp. WMMA1976	0	0	569	3163	0	0
Micromonospora sp. WMMA2032	0	0	614	0	0	0
Micromonospora sp. WMMC264	0	0	1113	0	0	0
Micromonospora sp. WMMC415	372	575	363	825	673	475
Micromonospora sp. WMMD1076	0	0	274	0	0	0
Micromonospora sp. WMMD812	901	753	247	842	624	649
Micromonospora sp. WMMD882	849	0	345	218	324	0
Micromonospora sp. WMMD964	0	0	345	485	0	0
Micromonospora sp. WMMD987	0	0	230	0	0	0
Micromonospora sp. WMMD998	0	400	160	406	0	0
Micromonospora terminaliae	0	737	9073	1201	373	674
Micromonospora tulbaghiae	0	0	411	923	0	0
Micromonospora viridifaciens	6175	4134	5432	5498	1998	2649
Micromonospora zamorensis	257	0	116	173	317	0
Micropruina glycogenica	0	0	93	0	151	0
Microterricola viridarii	0	518	0	256	0	223
Microvirga lotononidis	891	811	16165	1557	1438	551
Microvirga ossetica	1459	1062	1384	1263	1716	1459
Microvirga sp. 17 mud 1-3	375	364	442	371	880	309
Microvirga sp. VF16	819	508	597	688	385	296
Microvirga terrae	658	359	3077	656	245	424
Microvirga thermotolerans	348	602	341	1067	622	324
Miltoncostaea marina	1277	1476	1953	2161	2352	1071
Miltoncostaea oceani	737	1192	1449	942	827	566
Miniimonas sp. S16	0	1182	765	0	0	0
Mitsuaria sp. 7	443	0	269	657	0	0
Modestobacter marinus	818	1339	2254	1140	997	570
Modestobacter sp. L9-4	417	519	847	402	0	0
Mucisphaera calidilacus	29	0	17	0	0	29
Mumia sp. ZJ1417	202	0	130	221	0	0
Mycobacterium adipatum	0	761	371	331	0	0
Mycobacterium avium	2394	4782	4317	2294	1431	6782
Mycobacterium basiliense	116	57	42	45	68	0
Mycobacterium branderi	334	341	391	351	272	225
Mycobacterium canettii	4241	4596	1318	2058	1546	2689
Mycobacterium colombiense	235	191	338	178	264	207
Mycobacterium conspicuum	2328	1698	1377	1955	1427	2448
Mycobacterium cookii	506	467	275	380	232	404
Mycobacterium dioxanotrophicus	8936	7479	2120	2346	2132	6372
Mycobacterium florentinum	374	670	434	499	336	357
Mycobacterium gallinarum	484	412	408	450	0	0
Mycobacterium gordonae	142	99	331	175	0	0
Mycobacterium grossiae	487	0	416	0	361	0
Mycobacterium haemophilum	178	201	77	101	153	137
Mycobacterium heckeshornense	584	748	197	250	106	404
Mycobacterium heidelbergense	4220	4128	4633	6236	5627	5937
Mycobacterium intracellulare	21160	13749	24000	13957	11902	16085
Mycobacterium kansasii	285	457	354	241	104	307
Mycobacterium kubicae	569	444	702	377	237	674
Mycobacterium lacus	643	651	260	317	242	661
Mycobacterium lentiflavum	742	920	444	781	335	453
Mycobacterium malmoense	1521	1209	2083	2532	1731	1701
Mycobacterium mantenii	509	637	790	845	378	450
Mycobacterium marinum	713	378	0	0	0	0
Mycobacterium marseillense	387	451	451	428	0	281
Mycobacterium noviomagense	241	237	104	140	157	94
Mycobacterium ostraviense	397	746	344	483	271	681
Mycobacterium paragordonae	365	520	5437	1438	431	528
Mycobacterium paraintracellulare	7190	10114	9783	10787	0	0
Mycobacterium paraseoulense	644	633	1868	1503	602	1202
Mycobacterium paraterrae	697	220	550	211	0	0
Mycobacterium parmense	660	957	1653	991	454	709
Mycobacterium riyadhense	705	778	136	327	214	584
Mycobacterium saskatchewanense	163	355	854	464	345	362
Mycobacterium senriense	471	502	890	450	333	316
Mycobacterium seoulense	687	516	2328	681	533	935
Mycobacterium shigaense	185	203	403	149	156	210
Mycobacterium shinjukuense	476	308	217	91	250	290
Mycobacterium simiae	145	110	167	188	159	0
Mycobacterium sp. 20KCMC460	1713	1298	612	431	697	751
Mycobacterium sp. Aquia_213	312	513	373	514	278	466
Mycobacterium sp. Aquia_216	157	178	241	189	148	103
Mycobacterium sp. DL440	482	0	0	130	0	0
Mycobacterium sp. DL592	0	0	143	101	0	0
Mycobacterium sp. ELW1	0	595	552	424	0	0
Mycobacterium sp. EPa45	348	0	684	153	0	0
Mycobacterium sp. IDR2000157661	729	370	231	216	302	0
Mycobacterium sp. ITM-2016-00316	0	0	0	403	0	0
Mycobacterium sp. ITM-2016-00317	0	0	299	0	0	0
Mycobacterium sp. ITM-2016-00318	670	648	1210	769	765	490
Mycobacterium sp. JS623	3418	1921	3417	1164	2287	1005
Mycobacterium sp. MS1601	0	0	177	0	173	0
Mycobacterium sp. SMC-2	355	346	2008	752	606	336
Mycobacterium sp. SMC-4	0	0	542	0	0	0
Mycobacterium sp. SMC-8	767	575	665	0	0	0
Mycobacterium sp. Z3061	195	248	374	260	80	0
Mycobacterium spongiae	0	86	19	0	0	0
Mycobacterium stomatepiae	335	653	397	241	349	238
Mycobacterium vicinigordonae	69	0	28	44	0	0
Mycobacterium xenopi	538	469	325	214	318	247
Mycobacteroides abscessus	0	665	140	542	2295	0
Mycobacteroides chelonae	0	259	0	142	539	191
Mycobacteroides immunogenum	234	8766	0	157	228	0
Mycobacteroides saopaulense	0	93	0	0	85	0
Mycolicibacillus koreensis	0	0	0	181	0	0
Mycolicibacillus parakoreensis	0	312	0	0	0	0
Mycolicibacter sp. MU0083	0	0	161	0	0	0
Mycolicibacter sp. MU0102	210	0	108	0	0	0
Mycolicibacter sp. MYC017	345	0	0	0	0	0
Mycolicibacter sp. MYC098	421	186	0	203	190	0
Mycolicibacter sp. MYC340	323	136	0	124	0	0
Mycolicibacter terrae	0	291	0	0	0	0
Mycolicibacterium aichiense	357	0	510	0	0	419
Mycolicibacterium alvei	0	295	156	0	0	0
Mycolicibacterium anyangense	0	128	94	117	0	0
Mycolicibacterium arabiense	0	0	0	0	0	155
Mycolicibacterium aubagnense	776	672	3687	1536	206	0
Mycolicibacterium aurum	101	102	53	96	0	0
Mycolicibacterium austroafricanum	2393	2518	1947	1134	0	0
Mycolicibacterium baixiangningiae	130	0	79	0	0	0
Mycolicibacterium boenickei	1620	885	339	996	313	543
Mycolicibacterium brumae	0	468	0	342	0	0
Mycolicibacterium celeriflavum	388	425	210	208	0	334
Mycolicibacterium chitae	0	0	0	164	0	0
Mycolicibacterium chubuense	1128	1497	812	1948	1311	1043
Mycolicibacterium confluentis	0	112	0	85	0	118
Mycolicibacterium crocinum	0	0	3203	1086	0	0
Mycolicibacterium diernhoferi	176	205	106	153	0	0
Mycolicibacterium doricum	799	903	0	312	276	660
Mycolicibacterium duvalii	0	182	112	0	0	0
Mycolicibacterium fallax	0	0	0	375	0	0
Mycolicibacterium fluoranthenivorans	117	118	1289	135	95	89
Mycolicibacterium fortuitum	560	392	971	1207	258	0
Mycolicibacterium frederiksbergense	684	0	453	0	0	0
Mycolicibacterium gadium	0	0	426	353	357	0
Mycolicibacterium gilvum	0	0	318	0	0	0
Mycolicibacterium goodii	0	0	272	0	0	0
Mycolicibacterium hassiacum	256	258	109	167	297	0
Mycolicibacterium helvum	123	105	106	274	143	0
Mycolicibacterium holsaticum	0	168	91	150	195	156
Mycolicibacterium insubricum	0	0	144	0	260	0
Mycolicibacterium litorale	599	303	315	332	466	0
Mycolicibacterium madagascariense	150	0	167	85	107	0
Mycolicibacterium mageritense	426	398	281	293	232	371
Mycolicibacterium mengxianglii	0	0	104	0	106	0
Mycolicibacterium monacense	371	471	171	0	224	209
Mycolicibacterium moriokaense	173	153	219	134	152	0
Mycolicibacterium mucogenicum	2168	1123	18783	11763	2575	2175
Mycolicibacterium neoaurum	299	169	259	127	145	0
Mycolicibacterium nivoides	542	1661	173	225	384	645
Mycolicibacterium pallens	0	346	5860	2268	0	275
Mycolicibacterium parafortuitum	184	217	94	117	0	0
Mycolicibacterium phlei	409	457	255	227	0	321
Mycolicibacterium phocaicum	10879	4803	10313	14960	5428	3722
Mycolicibacterium poriferae	0	325	191	211	214	0
Mycolicibacterium psychrotolerans	260	173	279	0	0	0
Mycolicibacterium pulveris	137	0	83	231	0	0
Mycolicibacterium rhodesiae	931	460	2433	1834	655	222
Mycolicibacterium rufum	677	470	4675	3436	497	0
Mycolicibacterium rutilum	245	375	279	276	285	0
Mycolicibacterium sarraceniae	146	181	59	0	0	183
Mycolicibacterium sediminis	161	0	164	0	0	0
Mycolicibacterium septicum	580	2109	0	597	663	1677
Mycolicibacterium smegmatis	373	418	376	394	0	0
Mycolicibacterium sp. HK-90	336	163	374	126	0	0
Mycolicibacterium sp. MU0050	0	194	0	165	255	0
Mycolicibacterium sp. MU0053	0	0	742	189	0	0
Mycolicibacterium sp. TUM20985	225	129	0	79	79	96
Mycolicibacterium sp. YH-1	0	0	310	0	0	81
Mycolicibacterium thermoresistibile	0	249	107	217	245	0
Mycolicibacterium tokaiense	180	0	469	0	0	0
Mycolicibacterium vaccae	453	0	209	0	0	0
Mycolicibacterium vanbaalenii	0	0	2269	0	0	2385
Myxococcus hansupus	89	189	302	336	293	184
Myxococcus landrumus	112	0	0	0	110	0
Myxococcus sp. SDU36	0	0	70	172	0	0
Myxococcus stipitatus	123	128	0	0	185	0
Myxococcus xanthus	0	0	844	514	428	283
Naasia aerilata	0	0	0	0	321	0
Nakamurella multipartita	1341	969	1803	1499	610	621
Nakamurella panacisegetis	199	212	93	132	132	135
Nakamurella sp. PAMC28650	398	500	253	246	194	190
Nanchangia anserum	0	0	0	150	0	0
Nannocystis poenicansa	664	1592	720	1492	1263	657
Natronosporangium hydrolyticum	168	150	105	112	172	101
Neobacillus cucumis	1130	573	3824	3128	532	476
Neobacillus drentensis	1405	1238	3455	2809	0	1039
Neobacillus mesonae	775	887	14132	2979	0	0
Neobacillus novalis	2199	904	1977	1525	1070	1056
Neobacillus sp. 114	3052	735	55282	20378	0	1351
Neobacillus sp. DY30	499	0	965	0	0	0
Neobacillus sp. Marseille-Q6967	564	0	0	0	0	0
Neobacillus sp. OS1-2	0	0	522	0	0	0
Neobacillus sp. OS1-32	0	0	340	0	0	0
Neobacillus sp. OS1-33	0	0	830	1023	0	0
Neobacillus sp. PS2-9	0	0	496	0	0	0
Neobacillus sp. PS3-12	12017	6236	24057	42397	7125	20535
Neobacillus sp. PS3-34	0	0	268	513	596	852
Neobacillus sp. PS3-40	0	0	441	0	0	0
Neobacillus sp. SuZ13	1354	774	1809	2284	3656	2177
Neobacillus sp. WH10	7542	5081	3003	6686	11140	12733
Neobacillus sp. YX16	0	0	651	728	0	0
Neorhizobium galegae	595	332	170	469	546	372
Neorhizobium petrolearium	843	656	609	636	0	0
Neorhizobium sp. SOG26	367	0	0	0	0	0
Niallia circulans	0	0	422	0	0	0
Niallia taxi	0	0	1670	0	0	0
Niastella koreensis	122	646	483	454	304	262
Nibricoccus aquaticus	0	0	33	0	0	0
Nisaea acidiphila	245	192	0	0	203	215
Nitratireductor mangrovi	0	627	0	967	432	355
Nitrobacter hamburgensis	2862	2686	1719	2172	1991	1758
Nitrobacter winogradskyi	919	1505	744	729	916	756
Nitrogeniibacter mangrovi	0	0	0	0	362	0
Nitrosospira multiformis	0	0	63	0	0	0
Nitrosospira sp. Is2	0	0	0	0	112	0
Nitrospina watsonii	0	0	30	0	95	38
Nitrospira japonica	146	197	251	212	269	192
Nitrospira moscoviensis	461	337	872	883	1140	465
Nitrospira sp. KM1	83	89	180	191	232	92
Nitrospira tepida	272	221	165	397	367	168
Nitrospirillum amazonense	389	260	667	237	1386	289
Niveibacterium microcysteis	244	0	168	363	635	0
Niveispirillum cyanobacteriorum	0	515	415	0	0	0
Nocardia aobensis	0	0	16	0	0	0
Nocardia arthritidis	126	174	224	180	120	127
Nocardia asteroides	676	1298	1508	1981	836	632
Nocardia brasiliensis	467	506	802	831	328	204
Nocardia cyriacigeorgica	792	1011	1001	517	480	183
Nocardia farcinica	493	780	1672	1420	788	890
Nocardia gipuzkoensis	378	685	1286	649	417	0
Nocardia huaxiensis	524	299	587	545	382	344
Nocardia iowensis	275	178	237	261	158	0
Nocardia mangyaensis	390	0	219	324	251	203
Nocardia nova	2339	2555	21893	12262	5985	1775
Nocardia otitidiscaviarum	413	418	348	230	267	193
Nocardia seriolae	11391	6164	9744	8906	4267	8003
Nocardia sp. CS682	0	221	308	198	133	0
Nocardia sp. PE-7	355	175	184	0	188	257
Nocardia sputorum	483	602	954	396	438	258
Nocardia tengchongensis	14227	8845	10950	11561	4585	9453
Nocardia terpenica	859	1097	1672	743	561	501
Nocardia wallacei	651	832	1815	1343	1375	405
Nocardia yamanashiensis	562	333	696	974	537	571
Nocardia yunnanensis	4705	2624	5431	4288	2191	3208
Nocardioides anomalus	866	658	16776	898	3507	302
Nocardioides aquaticus	0	313	646	417	466	0
Nocardioides aromaticivorans	569	670	2340	602	477	268
Nocardioides baekrokdamisoli	1635	1341	2061	678	238	734
Nocardioides campestrisoli	293	0	314	0	0	0
Nocardioides coralli	250	315	637	0	0	0
Nocardioides cynanchi	2447	4063	4663	1926	2179	950
Nocardioides dokdonensis	475	374	758	421	668	298
Nocardioides dongkuii	0	671	1744	331	738	0
Nocardioides euryhalodurans	408	440	927	216	483	0
Nocardioides faecalis	527	402	735	318	0	0
Nocardioides houyundeii	0	0	213	0	0	0
Nocardioides humi	615	718	1417	633	424	238
Nocardioides jishulii	0	0	188	0	0	0
Nocardioides marinisabuli	528	0	759	857	703	385
Nocardioides marmorisolisilvae	197	425	865	290	212	230
Nocardioides marmotae	623	0	948	386	863	0
Nocardioides mesophilus	1415	1758	2261	1656	2804	279
Nocardioides ochotonae	595	673	1215	0	831	531
Nocardioides okcheonensis	459	417	2514	738	680	0
Nocardioides panacis	2543	2839	8822	3324	3969	358
Nocardioides panacisoli	0	0	325	0	0	0
Nocardioides pantholopis	925	0	609	726	810	331
Nocardioides piscis	0	0	563	295	0	0
Nocardioides rotundus	1153	579	684	983	536	319
Nocardioides sambongensis	0	318	568	336	0	0
Nocardioides scoriae	942	795	3213	948	931	341
Nocardioides seonyuensis	0	0	419	187	209	0
Nocardioides sp. Arc9.136	647	0	666	698	388	0
Nocardioides sp. B-3	0	0	158	0	154	0
Nocardioides sp. BP30	233	849	1481	442	364	405
Nocardioides sp. CF8	608	0	392	0	0	0
Nocardioides sp. HDW12B	560	797	1504	255	623	0
Nocardioides sp. HM61	369	314	644	160	288	0
Nocardioides sp. InS609-2	521	1122	706	599	707	211
Nocardioides sp. JQ2195	0	0	148	142	193	0
Nocardioides sp. JS614	1248	904	4701	898	1982	458
Nocardioides sp. Kera G14	0	285	792	231	226	164
Nocardioides sp. LMS-CY	768	881	2836	821	1248	305
Nocardioides sp. QY071	1110	0	4099	2728	1716	0
Nocardioides sp. S-1144	374	537	788	634	412	0
Nocardioides sp. S-34	412	383	1281	309	0	0
Nocardioides sp. S5	0	0	1228	419	769	0
Nocardioides sp. TF02-7	371	388	1015	355	497	357
Nocardioides sp. W7	514	0	881	311	599	0
Nocardioides sp. WS12	228	211	293	125	0	0
Nocardioides sp. cx-173	325	0	607	505	256	0
Nocardioides sp. dk884	591	0	632	0	935	0
Nocardioides sp. zg-1228	537	0	782	0	461	350
Nocardioides ungokensis	8599	10427	21669	11054	14148	4262
Nocardioides yefusunii	0	0	208	0	0	0
Nocardiopsis alba	0	339	171	422	0	0
Nocardiopsis dassonvillei	522	0	0	0	0	0
Nocardiopsis exhalans	0	337	193	214	266	361
Nocardiopsis gilva	643	919	585	719	666	414
Nonomuraea coxensis	4003	5079	2900	4186	2611	1474
Nonomuraea gerenzanensis	3876	5622	1726	3027	2116	1464
Nonomuraea phyllanthi	9239	13428	2580	5705	5051	2195
Nonomuraea sp. ATCC 55076	3946	4099	1174	2415	2544	1045
Nordella sp. HKS 07	740	947	591	651	969	617
Nostoc piscinale	0	0	502	0	0	0
Nostoc punctiforme	0	0	273	0	0	0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	0	0	174	0	0	0
Nostoc sp. C052	0	0	118	0	0	0
Nostoc sp. MS1	0	0	467	0	0	0
Nostoc sp. NIES-3756	0	0	471	0	0	0
Nostoc sp. PCC 7107	0	0	65	0	0	0
Noviherbaspirillum sp. UKPF54	396	0	0	0	351	0
Novosphingobium decolorationis	0	0	849	0	0	0
Novosphingobium kaempferiae	0	210	0	0	188	0
Novosphingobium resinovorum	0	0	2091	0	0	0
Novosphingobium sp. 9	0	0	0	470	0	0
Novosphingobium sp. P6W	0	0	169	0	0	0
Occallatibacter riparius	703	624	909	597	489	458
Occultella kanbiaonis	945	616	273	365	347	370
Oceanidesulfovibrio marinus	0	0	32	0	0	0
Oceanobacillus zhaokaii	0	0	178	0	0	0
Opitutus sp. GAS368	187	105	92	233	174	110
Opitutus terrae	77	36	58	76	62	50
Oricola thermophila	0	217	191	0	0	0
Ornithinimicrobium avium	0	0	248	261	363	280
Ornithinimicrobium ciconiae	0	172	85	0	0	0
Ornithinimicrobium cryptoxanthini	0	0	105	0	0	0
Ornithinimicrobium flavum	0	305	173	0	0	408
Ornithinimicrobium pratense	0	0	124	0	0	0
Ornithinimicrobium sp. HY006	0	0	0	225	0	0
Ornithinimicrobium sp. HY1793	0	0	0	244	0	0
Orrella dioscoreae	0	0	0	1026	1313	0
Oryzomicrobium terrae	342	0	0	0	526	0
Oscillatoria nigro-viridis	0	0	45	0	0	0
Pacificitalea manganoxidans	0	0	0	419	0	0
Paenacidovorax monticola	0	1569	0	0	0	218
Paenibacillus agaridevorans	0	184	0	0	0	0
Paenibacillus albicereus	81	0	84	0	0	0
Paenibacillus albus	323	571	55	114	195	214
Paenibacillus alvei	1455	1041	756	205	0	349
Paenibacillus andongensis	92	120	108	0	0	0
Paenibacillus aurantius	0	0	44	0	0	0
Paenibacillus azoreducens	189	115	268	0	149	0
Paenibacillus brasilensis	110	0	0	0	0	0
Paenibacillus cellulosilyticus	836	1058	270	0	181	0
Paenibacillus cellulositrophicus	0	0	236	0	0	0
Paenibacillus chitinolyticus	130	165	0	0	0	157
Paenibacillus dendritiformis	310	0	526	595	413	154
Paenibacillus durus	0	0	69	0	0	0
Paenibacillus elgii	790	625	1661	393	245	332
Paenibacillus guangzhouensis	488	364	157	183	265	0
Paenibacillus konkukensis	0	71	0	0	0	0
Paenibacillus kribbensis	1052	1258	61	0	0	169
Paenibacillus larvae	3733	0	5205	1308	0	0
Paenibacillus lutimineralis	119	118	423	0	0	0
Paenibacillus lycopersici	223	596	0	0	159	79
Paenibacillus macerans	226	195	52	0	0	0
Paenibacillus mucilaginosus	0	0	0	102	0	87
Paenibacillus peoriae	0	802	0	0	0	0
Paenibacillus polymyxa	681	1040	0	0	0	0
Paenibacillus rhizovicinus	163	353	46	0	0	0
Paenibacillus sp. 481	0	0	56	0	0	0
Paenibacillus sp. B01	0	0	78	157	0	0
Paenibacillus sp. BR1-192	0	0	283	0	0	0
Paenibacillus sp. CC-CFT742	509	0	1697	0	0	0
Paenibacillus sp. DCT19	298	248	155	284	0	0
Paenibacillus sp. FSL R7-0273	0	120	0	0	0	0
Paenibacillus sp. H1-7	825	742	164	195	255	193
Paenibacillus sp. JDR-2	1874	1356	650	736	968	572
Paenibacillus sp. MBLB1832	0	81	0	0	0	0
Paenibacillus sp. PAMC21692	0	109	0	0	0	0
Paenibacillus sp. PSB04	0	0	170	0	0	0
Paenibacillus sp. R14(2021)	0	95	0	0	241	0
Paenibacillus sp. RC67	66	104	0	0	0	0
Paenibacillus sp. RUD330	0	0	43	0	0	0
Paenibacillus sp. SYP-B4298	0	0	0	94	0	0
Paenibacillus sp. Y412MC10	0	0	0	0	0	394
Paenibacillus sp. YPD9-1	97	0	55	0	0	0
Paenibacillus spongiae	826	594	259	1329	712	881
Paenibacillus stellifer	0	0	1300	227	0	171
Paenibacillus terrae	161	174	0	0	0	0
Paenibacillus thiaminolyticus	2982	0	4819	838	0	900
Paenibacillus urinalis	0	0	152	0	0	0
Paenibacillus woosongensis	0	0	114	0	0	0
Paenibacillus xylanilyticus	0	0	1309	0	0	0
Paeniclostridium sordellii	340	252	134	481	0	0
Pajaroellobacter abortibovis	0	0	25	0	0	0
Palleronia sp. LCG004	0	0	0	66	0	0
Paludibacterium yongneupense	0	255	0	0	0	0
Paludibaculum fermentans	173	230	404	390	500	253
Paludisphaera borealis	3960	3851	6377	4395	5325	3480
Panacibacter ginsenosidivorans	21	141	47	79	0	0
Pandoraea pnomenusa	3547	0	1850	3308	2084	1380
Pandoraea pulmonicola	0	0	0	0	0	277
Pandoraea vervacti	0	0	0	313	0	0
Pannonibacter phragmitetus	3235	0	4092	0	2908	0
Pantoea agglomerans	0	570	0	0	562	316
Pantoea anthophila	0	4980	0	0	1300	0
Pantoea dispersa	0	0	587	6467	8038	0
Pantoea phytobeneficialis	0	0	0	45	0	0
Pantoea rwandensis	0	0	0	1152	1008	0
Pantoea sp. Z09	0	0	0	0	25985	0
Paraburkholderia acidiphila	11069	9008	1277	2330	421	7602
Paraburkholderia acidisoli	259	432	216	320	0	157
Paraburkholderia aromaticivorans	4665	5133	1109	2104	2810	927
Paraburkholderia atlantica	10607	14171	805	2025	3945	3480
Paraburkholderia bryophila	0	0	0	0	0	119
Paraburkholderia caffeinilytica	262	187	103	313	0	95
Paraburkholderia caledonica	253	239	136	230	0	126
Paraburkholderia caribensis	1576	1000	18294	9125	10020	1208
Paraburkholderia dioscoreae	0	357	0	0	0	0
Paraburkholderia dokdonensis	383	365	4737	809	0	664
Paraburkholderia edwinii	8314	7135	151	6173	8245	2249
Paraburkholderia fungorum	1440	2275	1609	1545	2197	579
Paraburkholderia ginsengisoli	383	0	0	311	0	0
Paraburkholderia graminis	0	230	134	224	0	0
Paraburkholderia hospita	1788	3333	1214	1269	1605	1463
Paraburkholderia kirstenboschensis	0	230	93	0	216	93
Paraburkholderia pallida	1053	833	1169	498	373	609
Paraburkholderia phenoliruptrix	436	1583	261	436	327	427
Paraburkholderia phymatum	1304	1231	52016	2393	230	619
Paraburkholderia phytofirmans	413	715	240	508	425	230
Paraburkholderia sabiae	9005	11697	1070	9660	2700	1959
Paraburkholderia sp. FT54	0	243	110	0	0	0
Paraburkholderia sp. PGU16	339	450	241	598	267	351
Paraburkholderia sp. PGU19	950	1793	434	1353	727	1222
Paraburkholderia sp. SOS3	325	800	2397	154	591	158
Paraburkholderia sp. SUR17	330	0	2083	183	212	87
Paraburkholderia sprentiae	3092	3712	200	302	348	1195
Paraburkholderia terrae	591	1594	573	871	999	751
Paraburkholderia terricola	0	0	160	0	243	0
Paraburkholderia tropica	811	627	345	1087	0	770
Paracidovorax avenae	1245	0	1776	1276	0	811
Paraclostridium bifermentans	1380	708	398	530	0	315
Paracoccus aminovorans	0	0	502	481	0	0
Paracoccus contaminans	487	0	251	0	0	0
Paracoccus denitrificans	647	0	0	0	0	0
Paracoccus pantotrophus	0	0	0	0	813	0
Paracoccus versutus	0	0	0	2353	0	0
Paracoccus yeei	0	0	0	0	2373	0
Paraconexibacter antarcticus	1821	2898	5871	2320	1700	1016
Paradevosia shaoguanensis	1419	4047	1126	1011	0	1402
Paralcaligenes sp. KSB-10	0	0	0	0	172	0
Paraoerskovia marina	248	0	0	0	0	0
Paraoerskovia sediminicola	237	0	0	0	0	0
Pararhizobium sp. BT-229	0	0	0	0	0	129
Pararhizobium sp. IMCC3301	49	0	0	0	0	0
Pararhizobium sp. YC-54	0	0	0	174	0	0
Pararhodospirillum photometricum	0	153	118	0	0	0
Parasphingopyxis algicola	0	142	0	0	97	0
Parazoarcus communis	0	1820	0	3617	2763	0
Paroceanicella profunda	656	0	519	0	449	0
Parvibaculum lavamentivorans	6004	3847	0	0	4944	0
Paucibacter aquatile	0	0	0	300	0	0
Paucibacter sp. S2-9	625	0	495	576	750	0
Pedococcus dokdonensis	1783	824	1398	1014	1056	386
Pelagovum pacificum	0	0	272	0	0	0
Pelobacter propionicus	2627	0	2690	0	4657	0
Pelolinea submarina	0	0	11	17	18	0
Pelosinus fermentans	778	789	112	112	515	224
Pelosinus sp. UFO1	0	90	0	178	183	0
Pengzhenrongella sicca	0	331	278	484	0	359
Peribacillus asahii	1892	0	7758	12493	0	909
Peribacillus frigoritolerans	0	598	1029	896	0	871
Peribacillus simplex	946	582	522	898	0	0
Persicimonas caeni	44	0	47	59	109	72
Peterkaempfera bronchialis	5498	4005	1304	4221	2338	1794
Phenylobacterium parvum	260	236	142	156	0	205
Phenylobacterium sp. LH3H17	742	847	638	496	0	225
Phenylobacterium sp. NIBR 498073	1039	1319	1032	1048	629	1444
Phenylobacterium zucineum	5712	7625	6581	4106	2365	3735
Photobacterium sp. GSS17	0	0	674	0	0	0
Phototrophicus methaneseepsis	0	0	10	11	0	0
Phreatobacter aquaticus	593	759	906	1028	945	761
Phreatobacter cathodiphilus	1346	1260	1505	1867	1285	828
Phreatobacter stygius	1013	1192	935	1028	1323	687
Phycicoccus endophyticus	0	0	172	300	415	0
Phycicoccus sp. HDW14	452	551	927	0	762	491
Phycisphaera mikurensis	55	59	52	99	0	0
Phyllobacterium sp. A18/5-2	251	0	0	329	0	0
Phyllobacterium sp. T1018	284	0	0	0	0	0
Phyllobacterium zundukense	682	522	0	612	804	304
Phytohabitans flavus	3803	4821	296	894	4423	987
Phytohabitans suffuscus	1925	1947	623	1353	2198	1251
Pigmentiphaga sp. H8	168	306	166	566	809	114
Pikeienuella piscinae	0	0	635	613	0	0
Pimelobacter simplex	596	1675	3299	754	1292	699
Pirellula staleyi	0	35	29	33	42	0
Pirellulimonas nuda	60	191	151	205	156	179
Piscinibacter gummiphilus	2609	4501	2952	4753	5510	2883
Piscinibacter sp. XHJ-5	953	2646	1128	1769	1913	723
Planctomyces sp. SH-PL14	73	65	186	147	137	117
Planctomyces sp. SH-PL62	4718	4863	8005	4983	5611	4098
Plantactinospora sp. BB1	452	1028	215	0	0	0
Plantactinospora sp. BC1	0	774	179	336	0	451
Plantactinospora sp. KBS50	777	583	1103	822	834	355
Polaromonas sp. JS666	83	80	63	218	278	70
Polyangium aurulentum	1675	1846	1617	1790	1964	1457
Polycladomyces abyssicola	0	0	84	235	180	0
Polymorphobacter megasporae	0	0	79	75	0	0
Polymorphospora rubra	1856	3837	536	2407	2851	1171
Polymorphum gilvum	1170	4292	2500	2841	4489	2754
Pradoshia sp. D12	0	0	0	2065	0	0
Prauserella marina	0	113	0	0	96	0
Prauserella muralis	0	0	35	0	0	0
Prescottella equi	3049	1577	5430	5427	861	3881
Prescottella sp. R16	300	708	292	410	0	668
Priestia aryabhattai	6974	0	93834	0	7540	0
Priestia koreensis	0	0	8473	0	0	736
Priestia megaterium	22404	5847	189502	24811	39456	11314
Priestia sp. J2	0	0	7127	0	0	0
Propionibacterium acidifaciens	0	0	0	171	0	0
Propioniciclava coleopterorum	0	0	612	633	0	909
Propioniciclava sp. MC1595	0	0	0	878	493	0
Protaetiibacter intestinalis	0	0	0	0	0	241
Protaetiibacter larvae	0	0	0	206	0	0
Protaetiibacter sp. SSC-01	0	0	163	274	0	203
Pseudarthrobacter phenanthrenivorans	0	0	371	0	0	0
Pseudarthrobacter psychrotolerans	0	0	263	0	507	0
Pseudarthrobacter sp. MM222	431	0	0	0	0	0
Pseudazoarcus pumilus	0	0	915	0	0	0
Pseudodesulfovibrio mercurii	93	0	0	0	0	0
Pseudoduganella aquatica	361	0	261	0	440	0
Pseudoduganella chitinolytica	0	0	0	496	0	0
Pseudoduganella lutea	329	293	0	0	0	0
Pseudoduganella umbonata	0	0	0	0	600	0
Pseudofrankia inefficax	4413	2232	1181	2496	1423	709
Pseudogulbenkiania sp. NH8B	0	624	640	589	0	246
